order_id,customer_id,order_date,status,total_amount,payment_status,shipping_status,shipping_address,notes
695,116,2025-07-13T00:00:00,cancelled,352.7,unpaid,cancelled,"789 Pine Rd, Chicago, IL 60601",
696,268,2025-06-22T00:00:00,completed,81.01,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Gift
697,255,2025-09-08T00:00:00,shipped,11.08,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
698,473,2025-09-17T00:00:00,completed,592.39,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Gift
699,576,2025-06-24T00:00:00,processing,556.01,paid,pending,"77 Hill St, San Jose, CA 95101",
700,542,2025-07-04T00:00:00,completed,398.23,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo
701,324,2025-08-02T00:00:00,cancelled,295.04,refunded,cancelled,"2500 Elm St, Philadelphia, PA 19103",Holiday promo | INTENTIONAL_TOTAL_MISMATCH
702,543,2025-07-28T00:00:00,completed,422.98,paid,delivered,"88 River Rd, San Antonio, TX 78201",Leave at front desk
703,473,2025-06-26T00:00:00,completed,280.18,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
704,231,2025-09-15T00:00:00,processing,719.32,failed,pending,"123 Main St, New York, NY 10001",Holiday promo
705,555,2025-11-02T00:00:00,processing,24.15,failed,pending,"123 Main St, New York, NY 10001",Call before delivery
706,63,2025-08-13T00:00:00,completed,79.02,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
707,,2025-06-21T00:00:00,completed,85.17,paid,delivered,"77 Hill St, San Jose, CA 95101",Call before delivery
708,487,2025-08-30T00:00:00,completed,771.36,paid,delivered,"321 Maple St, Houston, TX 77001",Holiday promo
709,121,2025-07-29T00:00:00,completed,357.04,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
710,203,2025-10-28T00:00:00,processing,497.79,paid,pending,"456 Oak Ave, Los Angeles, CA 90001",High priority
711,670,2025-09-05T00:00:00,cancelled,215.53,unpaid,cancelled,"17 Sunset Blvd, San Diego, CA 92101",Deliver to neighbor if absent
712,,2025-07-10T00:00:00,completed,711.03,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
713,110,2025-05-21T00:00:00,completed,643.34,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Fraud review | INTENTIONAL_TOTAL_MISMATCH
714,332,2025-06-30T00:00:00,pending,202.83,unpaid,pending,"123 Main St, New York, NY 10001",Leave at front desk | INTENTIONAL_TOTAL_MISMATCH
715,282,2025-10-02T00:00:00,completed,66.47,paid,delivered,"123 Main St, New York, NY 10001",Holiday promo
716,349,2025-09-29T00:00:00,shipped,539.76,paid,in_transit,"17 Sunset Blvd, San Diego, CA 92101",
717,158,2025-10-24T00:00:00,pending,855.6,unpaid,pending,"2500 Elm St, Philadelphia, PA 19103",
718,121,2025-06-10T00:00:00,completed,761.05,paid,delivered,"321 Maple St, Houston, TX 77001",Gift
719,527,2025-07-13T00:00:00,shipped,320.9,pending,shipped,"123 Main St, New York, NY 10001",Fraud review
720,567,2025-08-14T00:00:00,pending,304.26,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
721,300,2025-05-26T00:00:00,shipped,27.92,paid,in_transit,"88 River Rd, San Antonio, TX 78201",Deliver to neighbor if absent
722,241,2025-09-30T00:00:00,shipped,53.19,paid,shipped,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
723,,2025-09-24T00:00:00,completed,125.69,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk | INTENTIONAL_TOTAL_MISMATCH
724,656,2025-07-06T00:00:00,completed,140.1,paid,delivered,"321 Maple St, Houston, TX 77001",Fraud review
725,337,2025-10-08T00:00:00,cancelled,89.69,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
726,229,2025-08-28T00:00:00,processing,962.54,pending,pending,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
727,,2025-10-07T00:00:00,cancelled,723.67,refunded,cancelled,"17 Sunset Blvd, San Diego, CA 92101",Leave at front desk | INTENTIONAL_TOTAL_MISMATCH
728,403,2025-07-22T00:00:00,completed,782.84,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
729,292,2025-06-17T00:00:00,shipped,338.02,paid,shipped,"321 Maple St, Houston, TX 77001",Holiday promo
730,159,2025-08-22T00:00:00,completed,494.9,paid,delivered,"88 River Rd, San Antonio, TX 78201",Fraud review
731,489,2025-05-20T00:00:00,completed,137.01,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",
732,39,2025-10-15T00:00:00,shipped,698.04,paid,in_transit,"88 River Rd, San Antonio, TX 78201",Gift
733,63,2025-07-24T00:00:00,cancelled,573.06,refunded,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Gift
734,407,2025-08-11T00:00:00,completed,431.18,paid,delivered,"123 Main St, New York, NY 10001",Gift
735,314,2025-07-15T00:00:00,shipped,142.86,paid,in_transit,"77 Hill St, San Jose, CA 95101",Leave at front desk
736,637,2025-09-06T00:00:00,processing,268.78,failed,pending,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
737,254,2025-07-12T00:00:00,completed,714.37,paid,delivered,"88 River Rd, San Antonio, TX 78201",
738,288,2025-07-15T00:00:00,completed,563.37,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
739,618,2025-05-18T00:00:00,completed,503.85,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
740,40,2025-10-28T00:00:00,cancelled,862.91,refunded,cancelled,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
741,22,2025-08-17T00:00:00,completed,940.45,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent | INTENTIONAL_TOTAL_MISMATCH
742,508,2025-05-13T00:00:00,completed,664.57,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
743,374,2025-10-14T00:00:00,shipped,737.58,paid,in_transit,"789 Pine Rd, Chicago, IL 60601",Call before delivery
744,514,2025-08-02T00:00:00,completed,841.51,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent
745,497,2025-08-15T00:00:00,cancelled,571.08,refunded,cancelled,"456 Oak Ave, Los Angeles, CA 90001",High priority
746,98,2025-06-27T00:00:00,completed,263.34,paid,delivered,"321 Maple St, Houston, TX 77001",Leave at front desk
747,499,2025-06-26T00:00:00,completed,1137.27,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo | INTENTIONAL_TOTAL_MISMATCH
748,54,2025-09-05T00:00:00,cancelled,253.35,unpaid,cancelled,"2500 Elm St, Philadelphia, PA 19103",Fraud review | INTENTIONAL_TOTAL_MISMATCH
749,654,2025-07-15T00:00:00,cancelled,552.95,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
750,635,2025-06-20T00:00:00,completed,678.52,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo
751,533,2025-05-25T00:00:00,completed,309.81,paid,delivered,"321 Maple St, Houston, TX 77001",Gift
752,255,2025-07-28T00:00:00,processing,468.26,paid,pending,"77 Hill St, San Jose, CA 95101",High priority
753,592,2025-10-09T00:00:00,completed,569.14,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Fraud review
754,,2025-10-05T00:00:00,pending,337.23,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",High priority
755,20,2025-10-05T00:00:00,completed,515.91,paid,delivered,"123 Main St, New York, NY 10001",Deliver to neighbor if absent
756,491,2025-10-08T00:00:00,completed,811.25,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
757,617,2025-09-22T00:00:00,completed,461.72,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Leave at front desk
758,130,2025-06-19T00:00:00,pending,896.55,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
759,159,2025-05-16T00:00:00,completed,837.91,paid,delivered,"789 Pine Rd, Chicago, IL 60601",High priority
760,490,2025-09-25T00:00:00,processing,482.15,pending,pending,"123 Main St, New York, NY 10001",High priority
761,552,2025-05-19T00:00:00,completed,775.81,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
762,133,2025-08-02T00:00:00,completed,1080.5,paid,delivered,"88 River Rd, San Antonio, TX 78201",Leave at front desk | INTENTIONAL_TOTAL_MISMATCH
763,94,2025-06-14T00:00:00,pending,802.03,unpaid,pending,"88 River Rd, San Antonio, TX 78201",Deliver to neighbor if absent
764,321,2025-05-31T00:00:00,completed,894.99,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
765,117,2025-09-19T00:00:00,completed,904.57,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
766,134,2025-10-29T00:00:00,completed,117.15,paid,delivered,"77 Hill St, San Jose, CA 95101",Leave at front desk
767,389,2025-07-09T00:00:00,processing,476.85,failed,pending,"88 River Rd, San Antonio, TX 78201",High priority
768,88,2025-10-03T00:00:00,shipped,883.65,pending,in_transit,"77 Hill St, San Jose, CA 95101",
769,246,2025-05-11T00:00:00,pending,164.16,unpaid,pending,"77 Hill St, San Jose, CA 95101",Leave at front desk
770,195,2025-10-07T00:00:00,completed,130.89,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
771,,2025-08-20T00:00:00,completed,525.18,paid,delivered,"88 River Rd, San Antonio, TX 78201",
772,256,2025-07-18T00:00:00,completed,376.5,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
773,694,2025-10-13T00:00:00,processing,946.57,paid,pending,"555 Cedar Ln, Phoenix, AZ 85001",High priority
774,20,2025-10-18T00:00:00,completed,55.25,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Deliver to neighbor if absent
775,558,2025-10-07T00:00:00,processing,80.68,pending,pending,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
776,9,2025-09-18T00:00:00,completed,260.45,paid,delivered,"88 River Rd, San Antonio, TX 78201",
777,377,2025-08-27T00:00:00,shipped,434.3,pending,delivered,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent
778,527,2025-06-19T00:00:00,cancelled,447.41,unpaid,cancelled,"88 River Rd, San Antonio, TX 78201",Leave at front desk
779,406,2025-05-13T00:00:00,completed,300.15,paid,delivered,"123 Main St, New York, NY 10001",Holiday promo
780,639,2025-09-11T00:00:00,pending,366.3,unpaid,pending,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
781,155,2025-08-03T00:00:00,completed,51.72,paid,delivered,"77 Hill St, San Jose, CA 95101",Fraud review
782,100,2025-05-24T00:00:00,shipped,890.5,paid,shipped,"789 Pine Rd, Chicago, IL 60601",
783,578,2025-05-19T00:00:00,shipped,411.4,pending,delivered,"88 River Rd, San Antonio, TX 78201",Fraud review
784,592,2025-06-17T00:00:00,completed,511.59,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
785,222,2025-05-18T00:00:00,pending,564.38,unpaid,pending,"77 Hill St, San Jose, CA 95101",Gift
786,190,2025-06-04T00:00:00,shipped,282.55,paid,shipped,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
787,536,2025-08-06T00:00:00,completed,989.12,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
788,580,2025-09-24T00:00:00,completed,105.72,paid,delivered,"88 River Rd, San Antonio, TX 78201",Holiday promo
789,392,2025-07-25T00:00:00,processing,470.24,failed,pending,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
790,543,2025-08-14T00:00:00,completed,538.92,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Deliver to neighbor if absent
791,612,2025-07-14T00:00:00,processing,265.37,paid,pending,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
792,471,2025-10-01T00:00:00,pending,240.29,unpaid,pending,"88 River Rd, San Antonio, TX 78201",Gift
793,3,2025-05-19T00:00:00,cancelled,394.94,refunded,cancelled,"123 Main St, New York, NY 10001",
794,58,2025-05-15T00:00:00,completed,108.79,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Gift
795,510,2025-08-28T00:00:00,pending,394.94,unpaid,pending,"77 Hill St, San Jose, CA 95101",Call before delivery
796,250,2025-07-29T00:00:00,cancelled,851.68,refunded,cancelled,"402 Lakeview Dr, Dallas, TX 75201",High priority
797,224,2025-07-28T00:00:00,completed,784.54,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
798,343,2025-10-15T00:00:00,shipped,885.89,paid,shipped,"456 Oak Ave, Los Angeles, CA 90001",High priority
799,47,2025-07-02T00:00:00,processing,873.7,failed,pending,"17 Sunset Blvd, San Diego, CA 92101",
800,618,2025-06-16T00:00:00,completed,90.46,paid,delivered,"88 River Rd, San Antonio, TX 78201",Leave at front desk
801,452,2025-09-29T00:00:00,completed,959.71,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",
802,437,2025-06-30T00:00:00,shipped,74.35,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Holiday promo
803,610,2025-06-22T00:00:00,shipped,650.46,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",
804,494,2025-10-17T00:00:00,pending,215.56,unpaid,pending,"88 River Rd, San Antonio, TX 78201",Leave at front desk
805,209,2025-07-14T00:00:00,shipped,81.18,paid,in_transit,"456 Oak Ave, Los Angeles, CA 90001",Deliver to neighbor if absent
806,490,2025-06-07T00:00:00,cancelled,899.81,refunded,cancelled,"17 Sunset Blvd, San Diego, CA 92101",High priority
807,609,2025-05-17T00:00:00,shipped,157.09,paid,delivered,"123 Main St, New York, NY 10001",Gift
808,89,2025-09-28T00:00:00,processing,165.82,paid,pending,"456 Oak Ave, Los Angeles, CA 90001",Gift
809,670,2025-11-02T00:00:00,completed,1011.76,paid,delivered,"789 Pine Rd, Chicago, IL 60601",INTENTIONAL_TOTAL_MISMATCH
810,165,2025-07-06T00:00:00,pending,423.26,unpaid,pending,"321 Maple St, Houston, TX 77001",Gift
811,211,2025-07-11T00:00:00,shipped,273.72,pending,delivered,"2500 Elm St, Philadelphia, PA 19103",Fraud review
812,295,2025-05-11T00:00:00,cancelled,448.88,refunded,cancelled,"17 Sunset Blvd, San Diego, CA 92101",High priority
813,389,2025-05-31T00:00:00,pending,296.16,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
814,409,2025-10-18T00:00:00,completed,619.43,paid,delivered,"321 Maple St, Houston, TX 77001",
815,563,2025-06-30T00:00:00,completed,984.58,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
816,134,2025-09-30T00:00:00,completed,52.59,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
817,403,2025-06-05T00:00:00,processing,738.38,paid,pending,"123 Main St, New York, NY 10001",Leave at front desk | INTENTIONAL_TOTAL_MISMATCH
818,125,2025-10-11T00:00:00,completed,94.97,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
819,199,2025-08-22T00:00:00,cancelled,76.17,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
820,114,2025-06-13T00:00:00,completed,525.91,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
821,664,2025-05-14T00:00:00,completed,143.68,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
822,350,2025-10-31T00:00:00,completed,383.62,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Leave at front desk
823,664,2025-11-05T00:00:00,shipped,931.21,pending,shipped,"77 Hill St, San Jose, CA 95101",High priority | INTENTIONAL_TOTAL_MISMATCH
824,84,2025-09-28T00:00:00,completed,423.52,paid,delivered,"123 Main St, New York, NY 10001",Holiday promo
825,336,2025-07-19T00:00:00,processing,549.74,failed,pending,"123 Main St, New York, NY 10001",Fraud review
826,37,2025-06-19T00:00:00,completed,336.76,paid,delivered,"789 Pine Rd, Chicago, IL 60601",High priority
827,409,2025-10-22T00:00:00,cancelled,387.84,unpaid,cancelled,"321 Maple St, Houston, TX 77001",Holiday promo
828,460,2025-05-20T00:00:00,completed,677.67,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
829,380,2025-09-19T00:00:00,processing,602.36,failed,pending,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
830,414,2025-09-09T00:00:00,completed,107.83,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",
831,160,2025-07-06T00:00:00,shipped,47.36,paid,in_transit,"123 Main St, New York, NY 10001",Call before delivery | INTENTIONAL_TOTAL_MISMATCH
832,65,2025-06-06T00:00:00,completed,671.39,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Fraud review
833,681,2025-09-19T00:00:00,processing,376.33,failed,pending,"2500 Elm St, Philadelphia, PA 19103",Leave at front desk
834,521,2025-10-30T00:00:00,processing,133.5,failed,pending,"321 Maple St, Houston, TX 77001",Gift
835,327,2025-07-11T00:00:00,completed,469.35,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
836,2,2025-07-10T00:00:00,shipped,441.8,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",Gift
837,120,2025-10-08T00:00:00,completed,95.47,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
838,576,2025-10-16T00:00:00,completed,794.48,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Call before delivery
839,416,2025-05-25T00:00:00,processing,955.71,pending,pending,"123 Main St, New York, NY 10001",
840,322,2025-05-11T00:00:00,pending,902.13,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",Deliver to neighbor if absent
841,322,2025-09-25T00:00:00,shipped,839.5,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Call before delivery
842,276,2025-07-26T00:00:00,processing,35.74,pending,pending,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
843,662,2025-08-04T00:00:00,completed,100.6,paid,delivered,"123 Main St, New York, NY 10001",Leave at front desk
844,246,2025-08-23T00:00:00,shipped,303.23,paid,in_transit,"77 Hill St, San Jose, CA 95101",Call before delivery
845,517,2025-07-02T00:00:00,processing,754.69,failed,pending,"88 River Rd, San Antonio, TX 78201",Gift
846,413,2025-10-03T00:00:00,cancelled,116.38,refunded,cancelled,"2500 Elm St, Philadelphia, PA 19103",Holiday promo
847,329,2025-10-08T00:00:00,shipped,332.65,pending,delivered,"321 Maple St, Houston, TX 77001",Call before delivery
848,155,2025-07-25T00:00:00,completed,912.25,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
849,197,2025-09-26T00:00:00,pending,366.78,unpaid,pending,"123 Main St, New York, NY 10001",Call before delivery
850,504,2025-09-19T00:00:00,completed,211.05,paid,delivered,"321 Maple St, Houston, TX 77001",Fraud review
851,22,2025-10-26T00:00:00,cancelled,735.11,refunded,cancelled,"789 Pine Rd, Chicago, IL 60601",Fraud review
852,654,2025-07-31T00:00:00,processing,476.63,failed,pending,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
853,595,2025-06-10T00:00:00,completed,405.98,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
854,239,2025-08-14T00:00:00,completed,96.45,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Call before delivery
855,228,2025-05-27T00:00:00,shipped,765.45,pending,in_transit,"123 Main St, New York, NY 10001",Gift
856,29,2025-10-12T00:00:00,cancelled,395.93,refunded,cancelled,"77 Hill St, San Jose, CA 95101",Deliver to neighbor if absent
857,25,2025-09-17T00:00:00,completed,834.51,paid,delivered,"77 Hill St, San Jose, CA 95101",Holiday promo
858,427,2025-05-11T00:00:00,completed,464.34,paid,delivered,"77 Hill St, San Jose, CA 95101",Deliver to neighbor if absent
859,40,2025-07-07T00:00:00,completed,969.38,paid,delivered,"88 River Rd, San Antonio, TX 78201",Gift
860,185,2025-09-17T00:00:00,shipped,290.34,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
861,667,2025-10-27T00:00:00,processing,593.33,paid,pending,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
862,307,2025-09-10T00:00:00,shipped,87.84,paid,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Deliver to neighbor if absent
863,623,2025-06-18T00:00:00,pending,919.85,unpaid,pending,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
864,419,2025-09-17T00:00:00,cancelled,721.37,unpaid,cancelled,"123 Main St, New York, NY 10001",Holiday promo
865,223,2025-07-08T00:00:00,completed,426.97,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
866,696,2025-05-10T00:00:00,shipped,892.73,paid,shipped,"123 Main St, New York, NY 10001",Gift
867,88,2025-10-06T00:00:00,pending,212.5,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Holiday promo
868,433,2025-09-12T00:00:00,processing,54.06,paid,pending,"555 Cedar Ln, Phoenix, AZ 85001",
869,392,2025-06-01T00:00:00,pending,640.88,unpaid,pending,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
870,512,2025-09-25T00:00:00,completed,962.62,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Holiday promo
871,122,2025-10-04T00:00:00,processing,693.88,paid,pending,"321 Maple St, Houston, TX 77001",Fraud review
872,24,2025-07-10T00:00:00,completed,447.92,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Leave at front desk
873,572,2025-06-03T00:00:00,processing,417.9,pending,pending,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
874,138,2025-10-30T00:00:00,completed,309.14,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
875,57,2025-10-26T00:00:00,cancelled,524.78,refunded,cancelled,"88 River Rd, San Antonio, TX 78201",Call before delivery
876,368,2025-10-28T00:00:00,completed,599.48,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",High priority
877,130,2025-05-29T00:00:00,completed,335.92,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",Fraud review
878,40,2025-10-10T00:00:00,completed,42.04,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Fraud review
879,657,2025-10-05T00:00:00,completed,606.88,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo | INTENTIONAL_TOTAL_MISMATCH
880,191,2025-07-02T00:00:00,completed,572.68,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",
881,667,2025-08-11T00:00:00,processing,918.48,paid,pending,"321 Maple St, Houston, TX 77001",Gift
882,159,2025-08-02T00:00:00,cancelled,585.4,unpaid,cancelled,"555 Cedar Ln, Phoenix, AZ 85001",Leave at front desk
883,647,2025-10-11T00:00:00,shipped,999.07,paid,shipped,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
884,312,2025-05-27T00:00:00,pending,253.15,unpaid,pending,"17 Sunset Blvd, San Diego, CA 92101",Holiday promo
885,554,2025-09-04T00:00:00,pending,964.3,unpaid,pending,"789 Pine Rd, Chicago, IL 60601",Holiday promo
886,312,2025-10-22T00:00:00,completed,303.54,paid,delivered,"789 Pine Rd, Chicago, IL 60601",Fraud review
887,347,2025-06-25T00:00:00,completed,291.34,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Fraud review
888,644,2025-08-03T00:00:00,processing,909.55,paid,pending,"402 Lakeview Dr, Dallas, TX 75201",Holiday promo
889,30,2025-06-10T00:00:00,completed,607.42,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",Gift
890,683,2025-10-27T00:00:00,completed,547.24,paid,delivered,"555 Cedar Ln, Phoenix, AZ 85001",High priority
891,354,2025-10-23T00:00:00,shipped,730.55,pending,shipped,"88 River Rd, San Antonio, TX 78201",INTENTIONAL_TOTAL_MISMATCH
892,,2025-10-12T00:00:00,cancelled,487.29,refunded,cancelled,"321 Maple St, Houston, TX 77001",Leave at front desk
893,125,2025-06-14T00:00:00,shipped,806.01,paid,delivered,"789 Pine Rd, Chicago, IL 60601",
894,481,2025-09-13T00:00:00,completed,935.45,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
895,10,2025-05-21T00:00:00,completed,619.74,paid,delivered,"77 Hill St, San Jose, CA 95101",High priority
896,126,2025-06-30T00:00:00,pending,463.97,unpaid,pending,"77 Hill St, San Jose, CA 95101",Call before delivery
897,203,2025-05-21T00:00:00,completed,437.91,paid,delivered,"88 River Rd, San Antonio, TX 78201",High priority
898,599,2025-08-14T00:00:00,completed,807.41,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",
899,523,2025-08-16T00:00:00,shipped,726.33,paid,delivered,"123 Main St, New York, NY 10001",
900,295,2025-09-29T00:00:00,pending,204.63,unpaid,pending,"789 Pine Rd, Chicago, IL 60601",Deliver to neighbor if absent
901,409,2025-06-07T00:00:00,cancelled,813.18,refunded,cancelled,"2500 Elm St, Philadelphia, PA 19103",High priority
902,431,2025-07-26T00:00:00,completed,697.88,paid,delivered,"88 River Rd, San Antonio, TX 78201",Holiday promo
903,578,2025-11-01T00:00:00,cancelled,766.19,refunded,cancelled,"456 Oak Ave, Los Angeles, CA 90001",Leave at front desk
904,38,2025-08-26T00:00:00,pending,949.88,unpaid,pending,"555 Cedar Ln, Phoenix, AZ 85001",Fraud review
905,150,2025-08-23T00:00:00,shipped,298.63,paid,in_transit,"321 Maple St, Houston, TX 77001",Call before delivery
906,18,2025-06-19T00:00:00,processing,698.68,failed,pending,"17 Sunset Blvd, San Diego, CA 92101",Gift
907,584,2025-05-31T00:00:00,shipped,181.84,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
908,515,2025-09-16T00:00:00,completed,988.6,paid,delivered,"88 River Rd, San Antonio, TX 78201",Deliver to neighbor if absent
909,314,2025-05-24T00:00:00,shipped,506.73,paid,shipped,"402 Lakeview Dr, Dallas, TX 75201",Gift
910,469,2025-05-16T00:00:00,completed,90.31,paid,delivered,"402 Lakeview Dr, Dallas, TX 75201",High priority
911,187,2025-08-31T00:00:00,completed,291.42,paid,delivered,"77 Hill St, San Jose, CA 95101",Call before delivery
912,129,2025-09-21T00:00:00,shipped,147.39,pending,in_transit,"555 Cedar Ln, Phoenix, AZ 85001",Gift
913,455,2025-08-13T00:00:00,shipped,958.84,pending,shipped,"2500 Elm St, Philadelphia, PA 19103",
914,574,2025-06-27T00:00:00,completed,398.13,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Call before delivery
915,288,2025-08-08T00:00:00,pending,743.73,unpaid,pending,"2500 Elm St, Philadelphia, PA 19103",Deliver to neighbor if absent
916,552,2025-08-03T00:00:00,completed,911.93,paid,delivered,"17 Sunset Blvd, San Diego, CA 92101",
917,165,2025-09-11T00:00:00,completed,803.33,paid,delivered,"456 Oak Ave, Los Angeles, CA 90001",Gift
918,240,2025-08-11T00:00:00,processing,611.73,pending,pending,"77 Hill St, San Jose, CA 95101",Leave at front desk
919,584,2025-07-25T00:00:00,completed,274.67,paid,delivered,"77 Hill St, San Jose, CA 95101",Holiday promo
920,325,2025-08-11T00:00:00,shipped,883.73,pending,shipped,"789 Pine Rd, Chicago, IL 60601",Leave at front desk
921,218,2025-08-24T00:00:00,completed,411.48,paid,delivered,"2500 Elm St, Philadelphia, PA 19103",Call before delivery
922,231,2025-08-30T00:00:00,shipped,619.71,paid,delivered,"77 Hill St, San Jose, CA 95101",
923,499,2025-07-30T00:00:00,processing,822.86,paid,pending,"123 Main St, New York, NY 10001",Gift
924,123,2025-05-22T00:00:00,completed,482.36,paid,delivered,"77 Hill St, San Jose, CA 95101",
